ProbeID	RefseqBlastZebrafishGene	RefseqBlastZebrafishNucleotide	Number of Different Genes hit with highest stringency
CUST_1383_PI425731064	sbspon	XM_001920112 	1
A_15_P104200	pias4b	NM_001242942 	1
CUST_8932_PI425730982	LOC100002054	XM_009306937 	1
A_15_P103896	dctn2	NM_201166 	1
A_15_P221101	elovl6	NM_199532 	1
A_15_P312666	greb1l	XM_009298047 	1
CUST_7051_PI425730982	rragcb	NM_001100068 	1
CUST_311_PI425730982	ddx19	NM_173258 	1
A_15_P119429	opn1lw2	NM_001002443 	1
CUST_9770_PI425730982	LOC100536963	XM_003199020 	1
A_15_P133341	col1a1a	NM_199214 	1
A_15_P664816	cry2a	XM_005166893 	1
A_15_P442615	gclc	NM_199277 	1
A_15_P155496	LOC553228	NM_001256222 	1
CUST_2941_PI425730982	zgc:103681	NM_001005946 	1
A_15_P764081	LOC567192	XM_005169026 	1
A_15_P739931	unc5c	NM_001099984 	1
CUST_6149_PI425730982	LOC794939	XM_001334967 	1
A_15_P729291	LOC100151028	XM_001923874 	1
CUST_23042_PI425730982	ninj1	XM_001918989 	1
A_15_P176051	hmbox1a	NM_001030264 	1
CUST_7351_PI425730982	zgc:174237	NM_001109853 	1
A_15_P393140	fam83b	XM_691788 	1
A_15_P259771	ggnbp2	XM_005165016 	1
A_15_P132701	txnrd1	NM_183072 	1
CUST_2147_PI425731107	zgc:174314	NM_001114486 	1
CUST_2475_PI425730982	clic2	NM_001002561 	1
A_15_P483875	wu:fa11c10	XM_009296762 	1
A_15_P741986	dnase2	NM_001114738 	1
A_15_P104331	rgs9b	NM_200830 	1
A_15_P623366	ckmt1	NM_198801 	1
A_15_P145971	fam222a	NM_001126454 	1
A_15_P577267	plcd3a	NM_001099423 	1
A_15_P336945	si:ch211-24o10.10	XM_002664585 	1
A_15_P633561	LOC565202	XM_688487 	1
A_15_P169291	atf6b	NM_001077720 	1
CUST_664_PI425730982	rogdi	NM_199963 	1
CUST_177_PI425730982	or102-2	NM_131739 	1
A_15_P134341	cobl	XM_009292072 	1
A_15_P112165	purbb	NM_200547 	1
A_15_P149811	msrb1a	NM_178288 	1
A_15_P626776	pitx3	NM_205675 	1
CUST_1185_PI425731064	si:ch73-353p21.4	XM_005161631 	1
A_15_P170936	ccdc3	NM_001025510 	1
A_15_P111138	spry2	XM_005160285 	1
CUST_1249_PI425730982	atp5g3a	NM_201176 	1
CUST_10453_PI425730982	odf3l2	NM_001130670 	1
A_15_P201131	hoxd3a	NM_131125 	1
A_15_P685511	LOC101887006	XR_658856 	1
A_15_P113225	rad51	NM_213206 	1
CUST_2871_PI425730982	boc	NM_001005393 	1
A_15_P758546	LOC101884452	XM_005163535 	1
A_15_P168321	si:dkey-47k20.2	XM_678862 	1
A_15_P176571	il10rb	XM_009304374 	1
A_15_P682371	si:ch211-157j23.2	XM_005162529 	1
A_15_P416315	atxn1a	NM_001044826 	1
CUST_19959_PI425730982	hps6	XM_005156935 	1
A_15_P187596	snrnp70	NM_001003875 	1
A_15_P726031	LOC556846	NM_001281973 	1
A_15_P203266	LOC799203	XM_009293224 	1
A_15_P139801	islr2	NM_001013523 	1
A_15_P750631	bop1	NM_001077735 	1
A_15_P115667	hmg20b	NM_001020551 	1
A_15_P119087	rwdd3	NM_200756 	1
A_15_P590647	timeless	NM_001278600 	1
CUST_13726_PI425730982	cicb	XM_005173513 	1
A_15_P733528	zgc:91940	NM_001002669 	1
A_15_P114476	pcdh11	XM_005173191 	1
A_15_P623336	cnbpa	NM_199749 	1
A_15_P202591	ahctf1	XM_009292870 	1
A_15_P113616	otub1b	NM_001002500 	1
CUST_4377_PI425730982	ubxn8	NM_001024412 	1
A_15_P654732	adrb2b	NM_001089471 	1
A_15_P301611	appb	NM_152886 	1
A_15_P268946	LOC100535278	XM_009307580 	1
A_15_P384040	LOC100332721	XM_009297706 	1
A_15_P103330	id2a	NM_201291 	1
CUST_661_PI425731064	gp5	XM_005161743 	1
CUST_15628_PI425730982	si:ch211-136m16.8	XM_001340752 	1
A_15_P168091	si:ch211-264e16.2	XM_009293516 	1
A_15_P649841	hmgxb4a	NM_001127512 	1
CUST_773_PI425731064	LOC103909050	XM_009293162 	1
CUST_12156_PI425730982	fhdc4	XM_689466 	1
A_15_P118450	emc4	NM_205658 	1
A_15_P198116	rnaset2	XM_009307140 	1
A_15_P142596	pus7l	NM_001044957 	1
A_15_P131406	hspb9	NM_001114705 	1
A_15_P305571	m6pr	NM_213205 	1
A_15_P111019	zgc:153372	NM_001076633 	1
CUST_9691_PI425730982	tead3a	XM_005170836 	1
A_15_P255766	zgc:63694	NM_213106 	1
A_15_P195536	asb11	NM_214792 	1
A_15_P767626	cdon	NM_001081628 	1
A_15_P532007	bckdk	NM_213060 	1
A_15_P568122	pmpca	NM_001007442 	1
A_15_P629586	pltp	NM_001003519 	1
A_15_P621676	crygm2d7	NM_001045107 	1
CUST_2054_PI425731107	lrrtm4l2	XM_009303743 	1
CUST_20584_PI425730982	mon1ba	XM_005166723 	1
A_15_P391315	camk1da	NM_001123060 	1
A_15_P657239	mhc1uea	NM_131705 	1
A_15_P444620	cplx3b	NM_001171590 	1
A_15_P172876	lbx2	NM_001007134 	1
A_15_P719681	socs6b	NM_199625 	1
A_15_P495882	arrdc3a	NM_001080029 	1
A_15_P167114	LOC100536499	XM_009306941 	1
A_15_P108069	gemin2	NM_001017608 	1
A_15_P192851	tubd1	NM_001002093 	1
A_15_P163341	cacng7a	NM_001083084 	1
A_15_P775381	hoxd3a	NM_131125 	1
A_15_P101054	adipor1b	NM_213500 	1
CUST_6472_PI425730982	utrnp	NR_003374 	1
A_15_P113870	zbtb8b	NM_001017581 	1
CUST_2011_PI425730982	bc2	NM_213517 	1
A_15_P729071	lox	NM_207089 	1
CUST_23758_PI425730982	apba1b	XM_688787 	1
A_15_P665651	c1qb	NM_001003482 	1
A_15_P724171	irf2a	NM_207054 	1
A_15_P102124	adhfe1	NM_207086 	1
A_15_P161471	osbpl2b	NM_199872 	1
A_15_P141771	rgs7bpa	NM_001076608 	1
A_15_P729021	ubap2l	NM_001083066 	1
A_15_P103684	slc6a1b	NM_001007362 	1
A_15_P671196	calcoco2	NM_001020741 	1
A_15_P546107	ehd2a	XM_690344 	1
CUST_762_PI425731064	si:dkey-208b23.5	XM_009303823 	1
A_15_P141156	xgb	NM_001012261 	1
A_15_P144191	trip6	XM_005172229 	1
A_15_P144611	scube2	XM_005166393 	1
A_15_P571707	chac1	NM_001110126 	1
CUST_1111_PI425730982	ing3	NM_200937 	1
CUST_1926_PI425731064	rfc1	NM_001089491 	1
A_15_P160171	nr1d4b	NM_001285533 	1
A_15_P381555	LOC100330243	XM_009303330 	1
A_15_P100506	stk25a	NM_001005925 	1
A_15_P188961	serpind1	NM_182880 	1
A_15_P113526	si:dkeyp-57f11.2	XM_001344915 	1
CUST_23540_PI425730982	ppfibp2a	XM_009293644 	1
A_15_P137566	zgc:171566	NM_001111175 	1
A_15_P499237	LOC563806	XM_687169 	1
A_15_P705396	bahcc1	XM_009306821 	1
CUST_1146_PI425731064	creld1	XM_009306241 	1
A_15_P589222	LOC100148175	XM_001921397 	1
A_15_P415990	fam120c	XM_680985 	1
CUST_6725_PI425730982	gfer	NM_001089386 	1
A_15_P368000	wdr62	XM_005169696 	1
CUST_1891_PI425730982	grnb	NM_212738 	1
A_15_P163016	kcnd2	NM_001082867 	1
CUST_11767_PI425730982	ugt2a6	NM_001144811 	1
A_15_P104400	nat10	NM_200644 	1
A_15_P636872	ell	NM_199707 	1
CUST_3891_PI425730982	ttc5	NM_001017654 	1
A_15_P730316	phactr4b	NM_200670 	1
A_15_P749721	atf6b	NM_001077720 	1
A_15_P626896	top2b	NM_001045191 	1
CUST_5247_PI425730982	pthlha	NM_001024627 	1
A_15_P658106	LOC103910307	XM_009299703 	1
CUST_12314_PI425730982	LOC101886584	XM_009298805 	1
A_15_P118044	ndufs6	NM_001004651 	1
A_15_P730216	stx2a	NM_001003561 	1
A_15_P499757	zgc:171844	NM_001127478 	1
A_15_P131466	tp53	NM_001271820 	1
A_15_P158501	ewsr1a	NM_001115138 	1
A_15_P741481	capn2b	NM_001018227 	1
A_15_P568852	zgc:136302	XM_009307442 	1
A_15_P118995	echdc2	NM_212788 	1
A_15_P582302	si:dkey-230p4.1	XM_687458 	1
A_15_P111190	ccnb3	NM_001076719 	1
A_15_P105621	pdip5	NM_197933 	1
A_15_P117943	lmbrd1	NM_001008612 	1
A_15_P655541	pvalb5	NM_207167 	1
A_15_P170766	zgc:113377	XM_009293314 	1
A_15_P548712	atf4b	NM_001103192 	1
A_15_P442725	ccni2	XM_005173902 	1
A_15_P109841	snap23.2	NM_001037117 	1
A_15_P772876	LOC100330638	XM_009296282 	1
A_15_P378465	LOC101886025	XM_005171017 	1
CUST_219_PI425731064	LOC569381	XM_692763 	1
A_15_P689276	zgc:55512	NM_199719 	1
A_15_P155176	ggctb	NM_213005 	1
A_15_P208171	spire2	NM_001007342 	1
CUST_21688_PI425730982	p2ry8	XM_689767 	1
CUST_15328_PI425730982	LOC100006263	XM_009302888 	1
CUST_2353_PI425730982	trim55a	NM_001002358 	1
A_15_P177821	npb	NM_001127369 	1
A_15_P109551	rad54b	XM_683887 	1
A_15_P188986	cux2	XM_009303734 	1
A_15_P743866	olfm2a	XM_009299770 	1
A_15_P350635	plekhn1	XM_692642 	1
A_15_P112194	aip	NM_214712 	1
A_15_P591502	nf1a	XM_009291769 	1
A_15_P625506	ora1	NM_001130668 	1
A_15_P593202	sap130b	NM_001256623 	1
A_15_P161861	exosc10	NM_201089 	1
A_15_P622751	fabp7b	NM_214807 	1
A_15_P414990	tmem2	NM_001099449 	1
CUST_205_PI425731064	caskin1	XM_009299613 	1
A_15_P727361	mark2a	XM_009295511 	1
A_15_P113377	efemp2a	NM_001008587 	1
CUST_13354_PI425730982	LOC101886642	XM_005155654 	1
CUST_1811_PI425731107	zgc:153725	NM_001076575 	1
A_15_P193006	tgm2a	NM_001004647 	1
CUST_10031_PI425730982	hyal3	NM_001128293 	1
A_15_P113670	pnpla7b	XM_687184 	1
A_15_P688876	dcps	NM_205588 	1
A_15_P621013	st6galnac1.2	NM_001082934 	1
A_15_P171411	tmprss4a	NM_001077738 	1
A_15_P121437	twf1b	NM_001002304 	1
A_15_P654821	cadm4	XM_005158113 	1
A_15_P623391	gpat2	NM_001089380 	1
A_15_P628426	iqcc	NM_001145621 	1
CUST_21630_PI425730982	cyth4a	XM_690136 	1
A_15_P165796	irs1	XM_682610 	1
A_15_P148506	trim35-29	NM_001007347 	1
A_15_P460170	LOC571044	XM_001922037 	1
A_15_P649417	zgc:194906	NM_001130673 	1
A_15_P657571	nr1h3	NM_001017545 	1
CUST_281_PI425730982	psma6a	NM_153655 	1
A_15_P719631	srrm1	NM_213442 	1
A_15_P715626	LOC100334281	XM_009292138 	1
A_15_P155186	gpatch11	NM_001002393 	1
A_15_P174886	esrp1	NM_001080576 	1
A_15_P715391	nell2a	NM_001080075 	1
A_15_P299556	polk	XM_009301749 	1
A_15_P624436	vat1	NM_001007051 	1
A_15_P659181	arrb2b	NM_201124 	1
A_15_P132256	reln	NM_001246276 	1
A_15_P738016	dpysl3	NM_001020512 	1
A_15_P690761	six6a	NM_201105 	1
A_15_P207686	rcor1	NM_001080041 	1
A_15_P102953	insig1	NM_199869 	1
A_15_P109652	arhgap29b	NM_200111 	1
A_15_P142671	ddx47	NM_001020686 	1
A_15_P498022	LOC793449	XM_009292899 	1
A_15_P722896	si:ch73-252g14.4	NM_001100029 	1
A_15_P146596	ier5l	NM_199754 	1
A_15_P710738	ica1	NM_001002730 	1
A_15_P216141	sprtn	XM_005173806 	1
A_15_P375505	LOC100004171	XM_009302889 	1
A_15_P555962	egf	NM_205731 	1
A_15_P272101	slc35e3	NM_001030179 	1
A_15_P241776	LOC103909306	XM_009294616 	1
A_15_P709466	LOC103909705	XR_659752 	1
CUST_277_PI425730982	fzd9b	NM_131511 	1
CUST_24014_PI425730982	pcdh1g3	NM_001023577 	1
CUST_15267_PI425730982	fbln7	XM_009307593 	1
A_15_P180396	bxdc2	NM_001172556 	1
A_15_P731451	plagx	NM_001039829 	1
CUST_2176_PI425731107	LOC100004095	XM_001920531 	1
A_15_P468170	LOC100007086	XM_005164072 	1
CUST_20848_PI425730982	LOC100333120	XM_009307699 	1
A_15_P131151	setdb1a	NM_001044767 	1
A_15_P214581	mrps26	NM_001002418 	1
A_15_P727901	atp2b1a	NM_001044757 	1
A_15_P599427	ptk7b	XM_005173043 	1
A_15_P151391	chrac1	NM_001013293 	1
A_15_P114147	chac1	NM_001110126 	1
CUST_93_PI425731064	plekho2	XM_002662752 	1
A_15_P101900	st3gal5l	NM_001004016 	1
A_15_P767791	klhdc10	NM_200261 	1
A_15_P717965	hhex	NM_130934 	1
A_15_P418720	LOC100333269	XM_002661372 	1
A_15_P284656	cspg5a	XM_009292602 	1
A_15_P530717	zgc:73273	NM_200771 	1
A_15_P114251	nr2e3	NM_001007368 	1
CUST_6987_PI425730982	nkx2.9	NM_001099603 	1
CUST_265_PI425730982	adcyap1a	NM_152885 	1
A_15_P549072	LOC101883817	XM_005156017 	1
CUST_14960_PI425730982	LOC799819	XM_009299196 	1
A_15_P172066	arnt	NM_001011712 	1
CUST_23266_PI425730982	si:ch1073-459b3.2	XM_005173622 	1
A_15_P734136	vmhcl	NM_001077464 	1
A_15_P444893	LOC100333111	XM_002667029 	1
A_15_P162501	elovl7b	NM_199778 	1
A_15_P173866	acmsd	NM_001089494 	1
A_15_P176391	ccnl1a	NM_001089363 	1
A_15_P288811	nkain4	XM_005161981 	1
A_15_P118617	faima	NM_001002583 	1
CUST_2813_PI425730982	arrdc3b	NM_001004605 	1
A_15_P101826	gorasp1	XM_005171230 	1
CUST_4315_PI425730982	nelfb	NM_200168 	1
CUST_16527_PI425730982	LOC557537	XM_009303593 	1
A_15_P165156	c15h11orf53	XM_005157449 	1
A_15_P282786	si:dkey-103i16.1	NM_001044970 	1
A_15_P466085	srsf5b	NM_001002610 	1
A_15_P261511	cnksr3	NM_001113647 	1
A_15_P285571	aldh9a1b	XM_005163231 	1
CUST_8901_PI425730982	pts	NM_001098767 	1
CUST_9506_PI425730982	arhgef15	XM_009301824 	1
A_15_P438120	sidt2	XM_009291999 	1
CUST_13594_PI425730982	gpr112	XM_009291173 	1
A_15_P377895	si:ch211-253b8.2	NM_001201560 	1
A_15_P598722	zgc:174906	NM_001115057 	1
A_15_P431950	zgc:162939	NM_001123258 	1
A_15_P489497	LOC100005008	XM_001344132 	1
A_15_P101192	ntpcr	NM_001003463 	1
A_15_P408765	si:dkey-56i24.1	NM_001123289 	1
A_15_P258576	hhatlb	NM_001077390 	1
CUST_13679_PI425730982	si:dkey-30e9.7	XM_001345324 	1
A_15_P138956	slx4	XM_009296428 	1
CUST_22378_PI425730982	si:dkey-24c2.6	XM_009298542 	1
A_15_P696461	ext1c	NM_001040330 	1
A_15_P413555	srrm1	NM_213442 	1
A_15_P219361	gucy1b3	NM_001251945 	1
A_15_P100472	rogdi	NM_199963 	1
CUST_314_PI425731107	si:dkey-225n22.4	XM_009297208 	1
A_15_P661121	znf346	NM_001081749 	1
A_15_P367165	trmt10c	NM_001007332 	1
A_15_P181046	stim1b	NM_001202541 	1
A_15_P102161	katnb1	NM_213018 	1
A_15_P729751	fanca	NM_001040635 	1
CUST_19815_PI425730982	ifih1	XM_689032 	1
A_15_P152631	zgc:109949	NM_001020730 	1
CUST_5307_PI425730982	si:dkey-286j15.3	NM_001044351 	1
A_15_P106754	iscub	NM_001017800 	1
A_15_P398390	acvr2b	NM_131210 	1
A_15_P754591	mgat5	NM_001045311 	1
A_15_P192381	chga	XM_005160561 	1
A_15_P466900	lrrfip1a	XM_005167639 	1
A_15_P103310	mycla	NM_212937 	1
CUST_620_PI425731107	pclob	XM_009293458 	1
CUST_16512_PI425730982	LOC103911912	XM_009306708 	1
A_15_P365445	nlk1	NM_212956 	1
A_15_P187111	tspan10	XM_009299295 	1
A_15_P566527	slc47a2	NM_001080179 	1
A_15_P139946	dnmt3ab	NM_001018140 	1
CUST_4761_PI425730982	fam210b	NM_001033751 	1
A_15_P104860	cep41	NM_001002194 	1
CUST_2133_PI425730982	smcr8b	NM_214802 	1
A_15_P209126	rtca	NM_199536 	1
A_15_P159451	impdh1b	NM_001014369 	1
A_15_P366935	mapk14b	NM_178223 	1
A_15_P416990	zgc:55512	NM_199719 	1
A_15_P736886	eapp	NM_199784 	1
A_15_P317476	si:ch73-374j17.2	XM_009293261 	1
A_15_P389885	LOC568153	XM_003200188 	1
CUST_11771_PI425730982	abcd4	NM_001076717 	1
A_15_P346560	pde8a	NM_001080627 	1
A_15_P105540	zgc:66483	NM_199825 	1
A_15_P271416	si:ch211-11k18.4	XM_702892 	1
A_15_P671431	rpl11	NM_001002139 	1
A_15_P642446	atxn3	NM_201104 	1
A_15_P172816	scin	NM_001045118 	1
A_15_P135926	ephx4	XM_002662423 	1
A_15_P621271	zhx3	NM_198813 	1
A_15_P112037	enc1	NM_001001402 	1
A_15_P174086	morc3a	NM_001089366 	1
CUST_24046_PI425730982	LOC100330487	XM_002667654 	1
A_15_P679676	gpr124	XM_009304153 	1
A_15_P497602	pcm1	NM_001115123 	1
A_15_P139966	rlbp1a	NM_200705 	1
A_15_P179876	LOC100001767	XM_001923993 	1
A_15_P758251	si:dkey-26i13.4	XM_001338014 	1
A_15_P101719	pdyn	NM_001001831 	1
A_15_P374315	prdm11	XM_005174279 	1
A_15_P205266	tek	NM_131461 	1
A_15_P182221	mbpa	XM_005170082 	1
A_15_P111095	mrpl18	NM_001077330 	1
A_15_P111303	rps21	NM_201191 	1
CUST_4551_PI425730982	sec62	NM_001025530 	1
A_15_P398035	mipol1	XM_002665149 	1
A_15_P109226	cptp	NM_001003497 	1
A_15_P400140	zgc:194655	NM_001128785 	1
CUST_8506_PI425730982	slc5a8	XM_009300015 	1
CUST_21485_PI425730982	lrrtm4	XM_005172462 	1
CUST_23378_PI425730982	abi3b	XM_689325 	1
A_15_P131381	sgk1	NM_199212 	1
A_15_P206871	emx2	NM_131280 	1
A_15_P168286	si:ch211-203b20.4	XM_003200467 	1
A_15_P746206	si:dkeyp-69e1.8	NM_001127520 	1
CUST_3169_PI425730982	nitr1f	NM_001007292 	1
A_15_P175816	psmb8f	NM_001017791 	1
CUST_5378_PI425730982	kcnh1a	NM_001044931 	1
A_15_P100570	prlra	NM_001128677 	1
A_15_P373620	si:dkeyp-82a1.6	XM_001339566 	1
CUST_2503_PI425731107	ankfn1	XM_009306802 	1
A_15_P116356	lhx9	NM_001037243 	1
A_15_P626051	oxct1a	NM_001007291 	1
A_15_P735646	rras	NM_001005931 	1
A_15_P104163	mmp14a	NM_194416 	1
CUST_6625_PI425730982	il17a/f3	NM_001020790 	1
A_15_P153201	iqch	NM_001045129 	1
A_15_P734441	ubn2b	NM_001104940 	1
A_15_P320007	baz2a	XM_009296633 	1
A_15_P164471	fam53b	NM_001007187 	1
A_15_P590982	LOC101886866	XM_005162107 	1
CUST_429_PI425730982	btg4	NM_198121 	1
CUST_7933_PI425730982	tgfbr1b	NM_001115059 	1
A_15_P687661	stt3a	NM_201458 	1
A_15_P542254	si:ch211-266k8.4	XM_682696 	1
A_15_P299226	si:ch211-272n13.3	XM_009297715 	1
A_15_P196171	hsh2d	NM_001017541 	1
A_15_P307891	si:ch211-59d17.9	XM_001337469 	1
A_15_P334984	ilf2	NM_213236 	1
A_15_P198086	tnks1bp1	NM_001267589 	1
A_15_P626381	hdac9b	NM_200816 	1
A_15_P627961	erbb4a	NM_001143751 	1
CUST_24178_PI425730982	mapk8ip2	XM_679994 	1
A_15_P142816	zgc:123275	NM_001037412 	1
A_15_P414580	bmb	NM_001270554 	1
A_15_P378335	ugt5g1	NM_001114442 	1
A_15_P172921	cxcr4b	NM_131834 	1
A_15_P166386	si:dkey-100n10.2	XM_001340292 	1
A_15_P622591	pura	NM_001001846 	1
A_15_P726781	slc35a3b	NM_001017900 	1
CUST_10678_PI425730982	wnt9b	NM_001137660 	1
A_15_P485060	si:dkeyp-75h12.2	XM_009303137 	1
A_15_P443000	zgc:158464	NM_001080621 	1
A_15_P204061	smpdl3b	XM_687730 	1
A_15_P438070	si:ch211-250g4.3	XM_009294354 	1
A_15_P120501	hdgfrp2	XM_009296311 	1
A_15_P399045	prkab2	NM_001130633 	1
A_15_P163301	eri1	NM_001020614 	1
A_15_P721611	kpnb1	NM_001037702 	1
CUST_15632_PI425730982	smarcd2	XM_687657 	1
A_15_P139061	impg2b	XM_009296448 	1
A_15_P765056	pgd	NM_213453 	1
A_15_P116544	mc2r	NM_180971 	1
A_15_P203771	ccr8.1	XM_009292076 	1
A_15_P111483	cx28.9	NM_001007324 	1
CUST_3028_PI425731107	mast2	XM_009302496 	1
CUST_559_PI425731107	ogfr	XM_003201156 	1
A_15_P203021	si:ch211-132f19.7	XM_683811 	1
A_15_P119895	xpnpep3	NM_207079 	1
CUST_16309_PI425730982	LOC569441	XM_009301987 	1
A_15_P744226	cacnb4b	XM_009302267 	1
A_15_P626346	wars2	NM_001013323 	1
A_15_P660202	LOC100330526	XM_002661567 	1
A_15_P666091	zgc:154040	NM_001076626 	1
CUST_2518_PI425731107	LOC100007963	XR_225215 	1
A_15_P111375	col9a3	XM_690399 	1
A_15_P185176	si:ch73-111k22.2	NM_001201453 	1
A_15_P235911	LOC100333227	XM_002666701 	1
A_15_P424375	appbp2	NM_212633 	1
A_15_P106372	riok1	NM_212995 	1
CUST_3583_PI425730982	tnfsf10l4	NM_001013283 	1
A_15_P556477	gas2l1	XM_695912 	1
A_15_P181056	ca4c	XM_003200880 	1
A_15_P119350	prkrira	NM_213081 	1
CUST_1602_PI425731107	dcbld2	XM_005167705 	1
CUST_23040_PI425730982	gpr139	XM_005163731 	1
A_15_P282186	adprh	NM_001003453 	1
A_15_P178871	polr2k	NM_001199106 	1
A_15_P106790	plekhf1	NM_200340 	1
A_15_P180938	or132-3	NM_001130809 	1
A_15_P112892	rusc2	XM_005165193 	1
A_15_P150506	slc2a11l	NM_001080016 	1
CUST_119_PI425730982	lhx5	NM_131218 	1
A_15_P176796	LOC103909485	XR_659429 	1
A_15_P118629	zgc:100918	XR_662832 	1
A_15_P764056	LOC100534733	XM_005168238 	1
A_15_P380465	gldc	NM_199554 	1
A_15_P578547	qpctla	NM_001044953 	1
A_15_P179253	syt5a	NM_001103137 	1
CUST_9248_PI425730982	kdsr	NM_201139 	1
A_15_P737476	bub1	XM_009294524 	1
A_15_P171276	zgc:152948	NM_001076605 	1
A_15_P707621	rnf126	NM_001083017 	1
CUST_7225_PI425730982	ubn1	NM_001105118 	1
A_15_P158691	xpot	NM_001044852 	1
A_15_P258591	slmapb	NM_200177 	1
A_15_P104218	yap1	NM_001139480 	1
A_15_P116444	nr6a1a	NM_131256 	1
CUST_14309_PI425730982	scarf2	XM_003198601 	1
A_15_P223736	rras2	NM_001017815 	1
A_15_P146021	coro1ca	NM_201295 	1
CUST_8251_PI425730982	nitr13	NM_001127254 	1
A_15_P195631	dmrt1	NM_205761 	1
A_15_P768096	exosc7	NM_001017585 	1
A_15_P196541	il10ra	NM_001077625 	1
A_15_P148811	dedd	NM_001002639 	1
CUST_1103_PI425730982	cdc23	NM_200933 	1
CUST_906_PI425731064	adamts12	XM_009301199 	1
A_15_P731299	sec22bb	XM_009303887 	1
A_15_P489205	gpr180	XM_002662569 	1
A_15_P662956	zgc:64012	NM_214761 	1
A_15_P307326	evi5b	XM_005165960 	1
A_15_P637353	lppr1	NM_001002132 	1
CUST_1871_PI425731107	cpsf1	NM_001114681 	1
A_15_P721606	ttc9c	NM_200265 	1
A_15_P365175	tardbp	NM_201476 	1
A_15_P488695	wdr12	NM_199557 	1
CUST_437_PI425730982	prpf40a	NM_198356 	1
A_15_P625041	oprm1	NM_131707 	1
A_15_P398830	si:ch211-250k18.8	XM_009291922 	1
CUST_1556_PI425731107	abhd10a	XM_005165640 	1
A_15_P682796	cd93	XM_005158959 	1
A_15_P139731	zgc:162180	NM_001089446 	1
A_15_P632611	samhd1	NM_001159933 	1
A_15_P740761	LOC100332245	XM_009304982 	1
A_15_P111072	ptpn6	XM_009292429 	1
A_15_P614217	gltscr1	XM_005159254 	1
A_15_P552427	kcnq5b	XM_009292016 	1
A_15_P103153	yy1a	NM_212617 	1
A_15_P118071	ndufa7	NM_001003436 	1
CUST_1149_PI425731064	LOC799376	XM_009307434 	1
A_15_P247171	taok3b	XM_678219 	1
A_15_P156621	tram1	NM_153669 	1
A_15_P745161	leng8	NM_001089519 	1
A_15_P278976	prr12b	XM_005164066 	1
A_15_P655591	kdrl	NM_131472 	1
A_15_P373285	cnot4	XM_692417 	1
CUST_6210_PI425730982	ugt1b5	NM_001177342 	1
A_15_P112066	rpl12	NM_201584 	1
A_15_P146116	abcb9	NM_001126434 	1
A_15_P212341	npb	NM_001127369 	1
A_15_P283626	adcy5	NM_001171585 	1
A_15_P146166	arvcfb	NM_001128534 	1
CUST_14205_PI425730982	LOC100331321	XM_009302332 	1
A_15_P136241	snx33	NM_001122855 	1
A_15_P162686	zgc:73359	NM_200837 	1
A_15_P137186	zgc:114037	NM_001031826 	1
A_15_P149551	slc38a11	NM_001017644 	1
CUST_1929_PI425730982	slc16a8	NM_212632 	1
A_15_P119926	mocs3	XM_009293240 	1
A_15_P138426	si:dkey-78l4.12	NM_001083067 	1
A_15_P154006	nsl1	NM_001025521 	1
A_15_P308416	dsg2l	XM_005171119 	1
CUST_275_PI425730982	cldna	NM_131762 	1
A_15_P142073	hbae1	NM_182940 	1
CUST_5757_PI425730982	zgc:153372	NM_001076633 	1
A_15_P630031	arfgap2	NM_001037430 	1
A_15_P224116	g3bp1	NM_199956 	1
A_15_P331552	LOC100331372	XM_009302839 	1
A_15_P136141	LOC561429	XM_005174245 	1
A_15_P174801	cyb5r4	NM_001020660 	1
A_15_P395690	abcc1	XM_001341859 	1
CUST_266_PI425731064	asb15a	XM_005163135 	1
CUST_3104_PI425731107	LOC559809	XM_001922625 	1
A_15_P172426	mrps18c	NM_001045190 	1
CUST_23012_PI425730982	si:ch73-21k16.5	XM_009294979 	1
CUST_5023_PI425730982	foxp1b	NM_001039637 	1
A_15_P371590	kiaa2018	XM_005162733 	1
A_15_P271381	cmtm6	NM_001044756 	1
CUST_8788_PI425730982	LOC101884526	XM_009305285 	1
A_15_P190821	pfdn6	NM_200513 	1
A_15_P105994	pknox1.1	NM_131891 	1
A_15_P120684	srl	NM_001077531 	1
A_15_P148481	nos1	NM_131660 	1
A_15_P536642	smo	NM_131027 	1
A_15_P162711	sdc4	NM_001048149 	1
CUST_2995_PI425730982	cutc	NM_001006046 	1
A_15_P120944	slc37a4b	NM_200940 	1
A_15_P183146	syt2a	XM_005174112 	1
A_15_P159456	lepb	NM_001030186 	1
A_15_P134301	lrig1	XM_009305941 	1
A_15_P104958	rhoaa	NM_213137 	1
A_15_P521037	si:ch211-214c7.4	XM_684096 	1
CUST_2413_PI425730982	rhoad	NM_001002445 	1
A_15_P178271	rexo1	NM_001126416 	1
A_15_P214151	dnajb1a	NM_001003571 	1
A_15_P761566	srsf4	NM_199574 	1
A_15_P130141	ppapdc3	XM_692109 	1
A_15_P398485	LOC100333351	XM_009307011 	1
A_15_P119085	klf6a	XM_005162484 	1
CUST_7840_PI425730982	zgc:174260	NM_001114704 	1
A_15_P141536	pthrp2	NM_001043324 	1
CUST_21400_PI425730982	tekt3	XM_696077 	1
CUST_1305_PI425731107	pogzb	XM_003200242 	1
CUST_829_PI425730982	gas8	NM_199634 	1
CUST_7785_PI425730982	zgc:172271	NM_001114466 	1
A_15_P137831	stab1	NM_001195614 	1
